tag_code,project_code,tag_group,tagger,bucket,lot,species,length,weight,fish_tag_date,tag_activate_date,tag_release_date,release_location,release_location_xlat,release_location_latitude,release_location_longitude,mort_xlat,pri,tag_AssignedRelease,survival_use,tag_status,fish_status,release_type
G72200A1F,GPUD_Survival,live_release,A,20,Lot 3,11H,160,38.900001525878906,2026-04-28,2026-04-27T18:34:58Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC08,TRUE,Active,Alive,Helicopter
G7259615E,GPUD_Survival,live_release,A,21,Lot 1,11H,126,18.299999237060547,2026-04-28,2026-04-27T18:35:30Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC08,TRUE,Active,Alive,Helicopter
G727ADAD8,GPUD_Survival,live_release,A,21,Lot 2,11H,147,34.099998474121094,2026-04-28,2026-04-27T18:36:08Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC08,TRUE,Active,Alive,Helicopter
G72853D33,GPUD_Survival,live_release,A,67,Lot 2,11H,172,50.20000076293945,2026-04-28,2026-04-27T18:42:23Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72935C4E,GPUD_Survival,live_release,A,67,Lot 2,11H,137,25.399999618530273,2026-04-28,2026-04-27T18:42:55Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72AB2110,GPUD_Survival,live_release,A,68,Lot 2,11H,160,39.599998474121094,2026-04-28,2026-04-27T18:43:29Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72592F07,GPUD_Survival,live_release,A,68,Lot 1,11H,163,41.29999923706055,2026-04-28,2026-04-27T18:43:49Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G721A57F3,GPUD_Survival,live_release,A,69,Lot 2,11H,133,22.600000381469727,2026-04-28,2026-04-27T18:44:10Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72412940,GPUD_Survival,live_release,A,69,Lot 2,11H,143,28.100000381469727,2026-04-28,2026-04-27T18:44:29Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72CBDF21,GPUD_Survival,live_release,A,70,Lot 1,11H,133,23.5,2026-04-28,2026-04-27T18:44:56Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G729BBF33,GPUD_Survival,live_release,A,70,Lot 1,11H,124,19.200000762939453,2026-04-28,2026-04-27T18:45:31Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72486C8B,GPUD_Survival,dead_release,A,71,Lot 3,11H,150,32.400001525878906,2026-04-28,2026-04-27T18:46:42Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,1,3,PC05,FALSE,Active,Euthanized,Helicopter
G727A12D0,GPUD_Survival,dead_release,A,71,Lot 1,11H,134,20.600000381469727,2026-04-28,2026-04-27T18:47:08Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,1,3,PC05,FALSE,Active,Euthanized,Helicopter
G722132A7,GPUD_Survival,live_release,A,72,Lot 2,11H,155,40.099998474121094,2026-04-28,2026-04-27T18:47:28Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72F63C8E,GPUD_Survival,live_release,A,72,Lot 1,11H,135,26.700000762939453,2026-04-28,2026-04-27T18:48:19Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G726E47E3,GPUD_Survival,live_release,A,73,Lot 2,11H,135,22.600000381469727,2026-04-28,2026-04-27T18:49:02Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72BEC356,GPUD_Survival,live_release,A,73,Lot 1,11H,124,22.200000762939453,2026-04-28,2026-04-27T18:49:43Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G7251871C,GPUD_Survival,live_release,A,74,Lot 3,11W,127,20,2026-04-28,2026-04-27T18:50:12Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G7209A35F,GPUD_Survival,live_release,A,74,Lot 1,11H,135,23.600000381469727,2026-04-28,2026-04-27T18:50:48Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G7299306F,GPUD_Survival,live_release,A,75,Lot 1,11H,178,55.599998474121094,2026-04-28,2026-04-27T18:51:34Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72B478A3,GPUD_Survival,live_release,A,75,Lot 2,11H,155,34.29999923706055,2026-04-28,2026-04-27T18:52:53Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72F521BB,GPUD_Survival,live_release,A,76,Lot 1,11H,144,25.399999618530273,2026-04-28,2026-04-27T18:53:28Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G7292BBE0,GPUD_Survival,live_release,A,76,Lot 1,11H,118,14.800000190734863,2026-04-28,2026-04-27T18:53:58Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72802FED,GPUD_Survival,live_release,A,77,Lot 3,11H,157,31.5,2026-04-28,2026-04-27T18:54:28Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72618FF3,GPUD_Survival,live_release,A,77,Lot 3,11H,141,24.100000381469727,2026-04-28,2026-04-27T18:55:10Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72858A82,GPUD_Survival,live_release,A,78,Lot 1,11H,137,25.600000381469727,2026-04-28,2026-04-27T18:56:18Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G729A663C,GPUD_Survival,live_release,A,79,Lot 1,11H,135,24.200000762939453,2026-04-28,2026-04-27T18:56:45Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G724F7606,GPUD_Survival,live_release,A,79,Lot 3,11H,157,34.900001525878906,2026-04-28,2026-04-27T18:57:13Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72E7E3B0,GPUD_Survival,live_release,A,80,Lot 2,11H,129,19.100000381469727,2026-04-28,2026-04-27T18:57:38Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72DDEBB8,GPUD_Survival,live_release,A,80,Lot 2,11H,137,20,2026-04-28,2026-04-27T18:58:06Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G728887F6,GPUD_Survival,live_release,A,81,Lot 2,11H,123,15.800000190734863,2026-04-28,2026-04-27T18:58:35Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72715DF4,GPUD_Survival,live_release,A,81,Lot 1,11H,129,19.899999618530273,2026-04-28,2026-04-27T18:59:18Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G724B34C7,GPUD_Survival,live_release,A,82,Lot 2,11H,150,33.400001525878906,2026-04-28,2026-04-27T18:59:51Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G7258E048,GPUD_Survival,live_release,A,82,Lot 2,11W,142,29.5,2026-04-28,2026-04-27T19:00:42Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G7294A62A,GPUD_Survival,live_release,A,83,Lot 1,11H,157,34.70000076293945,2026-04-28,2026-04-27T19:02:20Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72E78456,GPUD_Survival,live_release,A,83,Lot 3,11H,139,22.799999237060547,2026-04-28,2026-04-27T19:02:59Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G724E5B1C,GPUD_Survival,live_release,A,84,Lot 2,11H,150,29.799999237060547,2026-04-28,2026-04-27T19:03:53Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G7227640B,GPUD_Survival,live_release,A,84,Lot 1,11H,163,43.900001525878906,2026-04-28,2026-04-27T19:04:38Z,2026-04-29T16:07:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC05,TRUE,Active,Alive,Helicopter
G72EF58D4,GPUD_Survival,live_release,A,34,Lot 1,31H,179,52.20000076293945,2026-04-28,2026-04-27T20:50:49Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G725DD6D4,GPUD_Survival,live_release,A,34,Lot 1,31H,180,54.29999923706055,2026-04-28,2026-04-27T20:51:29Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G7280E559,GPUD_Survival,live_release,A,35,Lot 3,31H,194,60.400001525878906,2026-04-28,2026-04-27T20:52:13Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72BC59A8,GPUD_Survival,live_release,A,35,Lot 3,31H,176,48.79999923706055,2026-04-28,2026-04-27T20:53:13Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G723787EC,GPUD_Survival,live_release,A,36,Lot 2,31H,172,43.900001525878906,2026-04-28,2026-04-27T20:53:59Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72F37C37,GPUD_Survival,live_release,A,36,Lot 1,31H,183,56.79999923706055,2026-04-28,2026-04-27T20:54:32Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G728D099A,GPUD_Survival,live_release,A,37,Lot 3,31H,184,54.20000076293945,2026-04-28,2026-04-27T20:55:05Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72032AA8,GPUD_Survival,live_release,A,37,Lot 2,31H,205,80.80000305175781,2026-04-28,2026-04-27T20:55:55Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72B4B4CA,GPUD_Survival,live_release,A,38,Lot 1,31H,185,50.79999923706055,2026-04-28,2026-04-27T20:56:19Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72A4A184,GPUD_Survival,live_release,A,38,Lot 3,31H,179,52.599998474121094,2026-04-28,2026-04-27T20:56:50Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G723B2FCC,GPUD_Survival,live_release,A,39,Lot 2,31H,205,72.9000015258789,2026-04-28,2026-04-27T20:57:32Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G729C8860,GPUD_Survival,live_release,A,39,Lot 1,31H,178,55.400001525878906,2026-04-28,2026-04-27T20:57:59Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72657961,GPUD_Survival,live_release,A,40,Lot 1,31H,175,47.599998474121094,2026-04-28,2026-04-27T21:00:02Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72A17A0C,GPUD_Survival,live_release,A,40,Lot 3,31W,205,77.5,2026-04-28,2026-04-27T21:00:27Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G729E4965,GPUD_Survival,live_release,A,41,Lot 1,31H,190,63.900001525878906,2026-04-28,2026-04-27T21:00:57Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72DAFB4B,GPUD_Survival,live_release,A,41,Lot 1,31H,175,48.099998474121094,2026-04-28,2026-04-27T21:01:37Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72F02799,GPUD_Survival,live_release,A,42,Lot 2,31H,182,57.20000076293945,2026-04-28,2026-04-27T21:02:19Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72E46C28,GPUD_Survival,live_release,A,42,Lot 1,31H,187,58.400001525878906,2026-04-28,2026-04-27T21:03:08Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72A4C87D,GPUD_Survival,live_release,A,43,Lot 3,31W,200,72,2026-04-28,2026-04-27T21:03:37Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G728684C8,GPUD_Survival,live_release,A,43,Lot 3,31H,186,58,2026-04-28,2026-04-27T21:04:06Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72A41974,GPUD_Survival,live_release,A,44,Lot 3,31H,168,46.599998474121094,2026-04-28,2026-04-27T21:04:30Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72A2355E,GPUD_Survival,live_release,A,44,Lot 2,31H,176,49.099998474121094,2026-04-28,2026-04-27T21:04:57Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G726FE00B,GPUD_Survival,live_release,A,45,Lot 2,31H,180,54.599998474121094,2026-04-28,2026-04-27T21:05:30Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72A40414,GPUD_Survival,live_release,A,45,Lot 3,31H,187,56.79999923706055,2026-04-28,2026-04-27T21:05:54Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G7271CCBB,GPUD_Survival,live_release,A,46,Lot 1,31H,200,68.19999694824219,2026-04-28,2026-04-27T21:06:20Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72E629C0,GPUD_Survival,live_release,A,46,Lot 2,31W,200,64.4000015258789,2026-04-28,2026-04-27T21:06:44Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G720B5DA5,GPUD_Survival,live_release,A,47,Lot 3,31H,175,46.29999923706055,2026-04-28,2026-04-27T21:07:24Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G7265F410,GPUD_Survival,live_release,A,48,Lot 1,31H,190,65.5999984741211,2026-04-28,2026-04-27T21:08:42Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G7225B4CD,GPUD_Survival,live_release,A,48,Lot 2,31H,205,70.5,2026-04-28,2026-04-27T21:09:17Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G721D501E,GPUD_Survival,live_release,A,49,Lot 2,31H,200,68.80000305175781,2026-04-28,2026-04-27T21:10:26Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72D7494C,GPUD_Survival,live_release,A,49,Lot 1,31H,187,55.29999923706055,2026-04-28,2026-04-27T21:11:01Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72EF2972,GPUD_Survival,live_release,A,50,Lot 1,31W,175,41.900001525878906,2026-04-28,2026-04-27T21:12:07Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G720B9092,GPUD_Survival,live_release,A,50,Lot 3,31H,187,58.70000076293945,2026-04-28,2026-04-27T21:12:49Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72550E37,GPUD_Survival,live_release,A,51,Lot 3,31H,200,66.5999984741211,2026-04-28,2026-04-27T21:13:27Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G728E7937,GPUD_Survival,live_release,A,51,Lot 3,31H,185,54.5,2026-04-28,2026-04-27T21:14:02Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72E22F26,GPUD_Survival,live_release,A,52,Lot 1,31H,174,46.900001525878906,2026-04-28,2026-04-27T21:14:44Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G7248B41E,GPUD_Survival,live_release,A,52,Lot 3,31H,195,66.80000305175781,2026-04-28,2026-04-27T21:15:18Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72699A27,GPUD_Survival,live_release,A,53,Lot 2,31H,175,44.099998474121094,2026-04-28,2026-04-27T21:15:47Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G721897A8,GPUD_Survival,live_release,A,53,Lot 2,31H,210,82.80000305175781,2026-04-28,2026-04-27T21:16:37Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72147E90,GPUD_Survival,live_release,A,54,Lot 3,31H,182,52.79999923706055,2026-04-28,2026-04-27T21:17:31Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72371F3F,GPUD_Survival,live_release,A,54,Lot 3,31H,185,52.099998474121094,2026-04-28,2026-04-27T21:20:51Z,2026-04-29T15:28:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI03,TRUE,Active,Alive,Helicopter
G72F026C7,GPUD_Survival,live_release,B,34,Lot 2,11H,137,27.899999618530273,2026-04-29,2026-04-28T18:38:34Z,2026-04-30T15:42:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC09,TRUE,Active,Alive,Helicopter
G72F68F5E,GPUD_Survival,live_release,B,34,Lot 1,11H,127,22.100000381469727,2026-04-29,2026-04-28T18:45:08Z,2026-04-30T15:42:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC09,TRUE,Active,Alive,Helicopter
G72870762,GPUD_Survival,live_release,B,35,Lot 3,11H,170,0,2026-04-29,2026-04-28T18:45:47Z,2026-04-30T15:42:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC09,TRUE,Active,Alive,Helicopter
G728BA53C,GPUD_Survival,live_release,B,35,Lot 1,11H,154,33.70000076293945,2026-04-29,2026-04-28T18:46:23Z,2026-04-30T15:42:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC09,TRUE,Active,Alive,Helicopter
G72647F78,GPUD_Survival,live_release,B,36,Lot 1,11H,145,33,2026-04-29,2026-04-28T18:46:49Z,2026-04-30T15:42:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC09,TRUE,Active,Alive,Helicopter
G72927154,GPUD_Survival,live_release,B,36,Lot 1,11H,129,21.200000762939453,2026-04-29,2026-04-28T18:47:45Z,2026-04-30T15:42:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC09,TRUE,Active,Alive,Helicopter
G725A50EB,GPUD_Survival,live_release,B,37,Lot 1,11H,155,38.29999923706055,2026-04-29,2026-04-28T18:48:08Z,2026-04-30T15:42:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC09,TRUE,Active,Alive,Helicopter
G72091C2C,GPUD_Survival,live_release,B,37,Lot 1,11H,120,15.5,2026-04-29,2026-04-28T18:48:36Z,2026-04-30T15:42:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC09,TRUE,Active,Alive,Helicopter
G72A57428,GPUD_Survival,live_release,B,38,Lot 3,11H,154,34.599998474121094,2026-04-29,2026-04-28T18:49:03Z,2026-04-30T15:42:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC09,TRUE,Active,Alive,Helicopter
G72163106,GPUD_Survival,live_release,B,38,Lot 3,11H,149,30.100000381469727,2026-04-29,2026-04-28T18:49:22Z,2026-04-30T15:42:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC09,TRUE,Active,Alive,Helicopter
G72A60FA5,GPUD_Survival,live_release,B,39,Lot 3,11H,119,17.399999618530273,2026-04-29,2026-04-28T18:49:48Z,2026-04-30T15:42:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC09,TRUE,Active,Alive,Helicopter
G72383CE6,GPUD_Survival,live_release,B,39,Lot 2,11H,126,21,2026-04-29,2026-04-28T18:50:10Z,2026-04-30T15:42:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC09,TRUE,Active,Alive,Helicopter
G72C72CFA,GPUD_Survival,live_release,B,40,Lot 1,11H,157,34.29999923706055,2026-04-29,2026-04-28T18:50:34Z,2026-04-30T15:42:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC09,TRUE,Active,Alive,Helicopter
G72E2D790,GPUD_Survival,live_release,B,40,Lot 3,11H,168,41.099998474121094,2026-04-29,2026-04-28T18:50:57Z,2026-04-30T15:42:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC09,TRUE,Active,Alive,Helicopter
G72F173E7,GPUD_Survival,live_release,B,41,Lot 1,11H,175,52.099998474121094,2026-04-29,2026-04-28T18:51:21Z,2026-04-30T15:42:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC09,TRUE,Active,Alive,Helicopter
