tag_code,project_code,tag_group,tagger,bucket,lot,species,length,weight,fish_tag_date,tag_activate_date,tag_release_date,release_location,release_location_xlat,release_location_latitude,release_location_longitude,mort_xlat,pri,tag_AssignedRelease,survival_use,tag_status,fish_status,release_type
G72ED447B,GPUD_Survival,live_release,A,1,Lot 2,11H,144,26.200000762939453,2026-04-21,2026-04-20T23:08:25Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G723C491A,GPUD_Survival,live_release,A,1,Lot 2,11H,165,42.900001525878906,2026-04-21,2026-04-21T00:05:04Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G7234B238,GPUD_Survival,live_release,A,2,Lot 3,11W,127,18.600000381469727,2026-04-21,2026-04-21T00:05:49Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G728A5C10,GPUD_Survival,live_release,A,2,Lot 3,11H,138,24.5,2026-04-21,2026-04-21T00:06:41Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G72712C52,GPUD_Survival,live_release,A,3,Lot 1,11H,155,32.70000076293945,2026-04-21,2026-04-21T00:07:22Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G7232AD4E,GPUD_Survival,live_release,A,3,Lot 1,11H,155,36,2026-04-21,2026-04-21T00:08:06Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G721D9757,GPUD_Survival,live_release,A,4,Lot 2,11H,173,50.599998474121094,2026-04-21,2026-04-21T00:09:02Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G725D97CC,GPUD_Survival,live_release,A,4,Lot 1,11H,145,29.799999237060547,2026-04-21,2026-04-21T00:10:22Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G720AAA96,GPUD_Survival,live_release,A,5,Lot 3,11H,137,23.899999618530273,2026-04-21,2026-04-21T00:11:12Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G72E643DB,GPUD_Survival,live_release,A,5,Lot 1,11H,145,26,2026-04-21,2026-04-21T00:11:57Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G72049236,GPUD_Survival,live_release,A,6,Lot 1,11H,135,23.399999618530273,2026-04-21,2026-04-21T00:13:03Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G72F94271,GPUD_Survival,live_release,A,6,Lot 1,11H,112,12.600000381469727,2026-04-21,2026-04-21T00:13:38Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G723F9846,GPUD_Survival,live_release,A,7,Lot 2,11H,129,21,2026-04-21,2026-04-21T00:14:11Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G728BEA3B,GPUD_Survival,live_release,A,7,Lot 1,11H,155,32.900001525878906,2026-04-21,2026-04-21T00:14:59Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G72CB6052,GPUD_Survival,live_release,A,8,Lot 1,11H,170,46,2026-04-21,2026-04-21T00:15:45Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G72D92137,GPUD_Survival,live_release,A,8,Lot 1,11H,142,25.5,2026-04-21,2026-04-21T00:17:49Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G72140D8A,GPUD_Survival,live_release,A,9,Lot 2,11H,174,52.5,2026-04-21,2026-04-21T00:18:27Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G72014DDF,GPUD_Survival,live_release,A,9,Lot 2,11H,178,58,2026-04-21,2026-04-21T00:20:13Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G72CDA28E,GPUD_Survival,live_release,A,10,Lot 3,11H,144,27.700000762939453,2026-04-21,2026-04-21T00:20:34Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G7296A7E5,GPUD_Survival,live_release,A,11,Lot 1,11W,125,19.700000762939453,2026-04-21,2026-04-21T00:21:10Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G725607FE,GPUD_Survival,live_release,A,11,Lot 2,11H,132,20.799999237060547,2026-04-21,2026-04-21T00:21:58Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G720364F1,GPUD_Survival,live_release,A,12,Lot 2,11H,147,31.200000762939453,2026-04-21,2026-04-21T00:22:39Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G7206CABE,GPUD_Survival,live_release,A,12,Lot 2,11H,120,17.600000381469727,2026-04-21,2026-04-21T00:22:53Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G72AC7626,GPUD_Survival,live_release,A,13,Lot 3,11H,124,17.299999237060547,2026-04-21,2026-04-21T00:23:24Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G721CC0CB,GPUD_Survival,live_release,A,13,Lot 2,11H,124,18.799999237060547,2026-04-21,2026-04-21T00:23:52Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G7264F929,GPUD_Survival,live_release,A,14,Lot 3,11H,157,36.599998474121094,2026-04-21,2026-04-21T00:24:25Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G7278375D,GPUD_Survival,live_release,A,14,Lot 3,11H,117,14.899999618530273,2026-04-21,2026-04-21T00:25:00Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G725C6A81,GPUD_Survival,live_release,A,15,Lot 1,11H,147,35.5,2026-04-21,2026-04-21T00:25:29Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G729DAB65,GPUD_Survival,live_release,A,15,Lot 2,11H,150,31.299999237060547,2026-04-21,2026-04-21T00:25:59Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G72CDF255,GPUD_Survival,live_release,A,16,Lot 3,11H,132,20.100000381469727,2026-04-21,2026-04-21T00:26:35Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G7228456E,GPUD_Survival,live_release,A,16,Lot 1,11H,126,18.5,2026-04-21,2026-04-21T00:27:59Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G7207F667,GPUD_Survival,live_release,A,17,Lot 2,11H,167,43.400001525878906,2026-04-21,2026-04-21T00:28:53Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G725CAF74,GPUD_Survival,live_release,A,17,Lot 1,11H,124,17.200000762939453,2026-04-21,2026-04-21T00:29:11Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G7254F5A7,GPUD_Survival,live_release,A,18,Lot 1,11H,162,38.099998474121094,2026-04-21,2026-04-21T00:29:58Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G728A3BF6,GPUD_Survival,live_release,A,18,Lot 3,11H,165,48.20000076293945,2026-04-21,2026-04-21T00:30:24Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G728AA27B,GPUD_Survival,live_release,A,19,Lot 3,11H,150,34.20000076293945,2026-04-21,2026-04-21T00:31:02Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G72A258C6,GPUD_Survival,live_release,A,19,Lot 2,11H,178,60.20000076293945,2026-04-21,2026-04-21T00:31:35Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G728EF446,GPUD_Survival,live_release,A,20,Lot 3,11H,115,13.800000190734863,2026-04-21,2026-04-21T00:32:36Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G725BB804,GPUD_Survival,live_release,A,20,Lot 1,11H,135,24.899999618530273,2026-04-21,2026-04-21T00:33:07Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G72517FAA,GPUD_Survival,live_release,A,21,Lot 3,11H,152,34.400001525878906,2026-04-21,2026-04-21T00:33:55Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G72761A5F,GPUD_Survival,live_release,A,22,Lot 3,11H,137,25.899999618530273,2026-04-21,2026-04-21T00:35:12Z,2026-04-22T20:05:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC01,TRUE,Active,Alive,Helicopter
G72177EC5,GPUD_Survival,live_release,A,69,Lot 2,11H,135,20.799999237060547,2026-04-22,2026-04-21T21:22:14Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72A7E197,GPUD_Survival,live_release,A,69,Lot 3,11H,123,16.899999618530273,2026-04-22,2026-04-21T21:23:37Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G723B4BC8,GPUD_Survival,live_release,A,70,Lot 2,11H,130,20.700000762939453,2026-04-22,2026-04-21T21:24:15Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72A78930,GPUD_Survival,live_release,A,70,Lot 3,11H,148,32.400001525878906,2026-04-22,2026-04-21T21:25:01Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72E46708,GPUD_Survival,live_release,A,71,Lot 1,11H,122,17.299999237060547,2026-04-22,2026-04-21T21:25:30Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72D2FF5C,GPUD_Survival,live_release,A,71,Lot 1,11H,148,31.600000381469727,2026-04-22,2026-04-21T21:26:18Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72B2CEE6,GPUD_Survival,live_release,A,72,Lot 1,11H,120,17.399999618530273,2026-04-22,2026-04-21T21:26:52Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72BDF05F,GPUD_Survival,live_release,A,73,Lot 3,11H,145,25.299999237060547,2026-04-22,2026-04-21T21:27:27Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72A6BD2B,GPUD_Survival,live_release,A,73,Lot 3,11H,155,37.5,2026-04-22,2026-04-21T21:28:20Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G7296FEA2,GPUD_Survival,live_release,A,74,Lot 1,11H,134,21.700000762939453,2026-04-22,2026-04-21T21:29:49Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G7207EC84,GPUD_Survival,live_release,A,74,Lot 2,11H,124,20.200000762939453,2026-04-22,2026-04-21T21:30:18Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72B1A5F6,GPUD_Survival,live_release,A,75,Lot 1,11H,120,17.100000381469727,2026-04-22,2026-04-21T21:31:19Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72C7B9D4,GPUD_Survival,live_release,A,75,Lot 1,11H,137,29,2026-04-22,2026-04-21T21:32:06Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G727002AA,GPUD_Survival,live_release,A,76,Lot 2,11H,135,23.700000762939453,2026-04-22,2026-04-21T21:32:56Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G722545E7,GPUD_Survival,live_release,A,76,Lot 2,11H,145,27.200000762939453,2026-04-22,2026-04-21T21:33:55Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G7258497B,GPUD_Survival,live_release,A,77,Lot 2,11H,109,11.800000190734863,2026-04-22,2026-04-21T21:34:38Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72A4DE3D,GPUD_Survival,live_release,A,77,Lot 3,11H,150,32.099998474121094,2026-04-22,2026-04-21T21:35:22Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G7272F0F3,GPUD_Survival,live_release,A,78,Lot 1,11H,118,14.800000190734863,2026-04-22,2026-04-21T21:36:07Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72161A05,GPUD_Survival,live_release,A,78,Lot 3,11H,155,37.5,2026-04-22,2026-04-21T21:36:41Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G7292C459,GPUD_Survival,live_release,A,79,Lot 1,11H,151,24.5,2026-04-22,2026-04-21T21:37:09Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72B23C2E,GPUD_Survival,live_release,A,79,Lot 1,11H,144,24.299999237060547,2026-04-22,2026-04-21T21:37:38Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G7240866A,GPUD_Survival,live_release,A,80,Lot 2,11H,130,21.899999618530273,2026-04-22,2026-04-21T21:38:03Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G729FC873,GPUD_Survival,live_release,A,80,Lot 3,11H,151,32.400001525878906,2026-04-22,2026-04-21T21:38:42Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72E5A919,GPUD_Survival,live_release,A,81,Lot 2,11W,133,22.399999618530273,2026-04-22,2026-04-21T21:39:23Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G7211F31E,GPUD_Survival,live_release,A,82,Lot 3,11H,108,10.600000381469727,2026-04-22,2026-04-21T21:40:30Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G729EAB30,GPUD_Survival,live_release,A,82,Lot 3,11H,136,23.799999237060547,2026-04-22,2026-04-21T21:41:16Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G729471FE,GPUD_Survival,live_release,A,83,Lot 1,11H,147,27.299999237060547,2026-04-22,2026-04-21T21:43:05Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G723B0212,GPUD_Survival,live_release,A,83,Lot 3,11H,154,33.79999923706055,2026-04-22,2026-04-21T21:44:26Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G724F7758,GPUD_Survival,live_release,A,84,Lot 3,11H,124,20.299999237060547,2026-04-22,2026-04-21T21:44:49Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G720502E3,GPUD_Survival,live_release,A,84,Lot 1,11H,182,59.20000076293945,2026-04-22,2026-04-21T21:45:15Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G724DBC23,GPUD_Survival,live_release,A,85,Lot 2,11H,119,16.299999237060547,2026-04-22,2026-04-21T21:45:39Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G729ADC70,GPUD_Survival,live_release,A,85,Lot 3,11H,158,38.5,2026-04-22,2026-04-21T21:46:11Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72A4A5E5,GPUD_Survival,live_release,A,86,Lot 3,11H,150,36.099998474121094,2026-04-22,2026-04-21T21:47:01Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72CD7387,GPUD_Survival,live_release,A,86,Lot 3,11H,119,15.300000190734863,2026-04-22,2026-04-21T21:47:45Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72848038,GPUD_Survival,live_release,A,87,Lot 2,11H,158,36,2026-04-22,2026-04-21T21:48:54Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72D297FB,GPUD_Survival,live_release,A,87,Lot 1,11H,148,30.100000381469727,2026-04-22,2026-04-21T21:50:04Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G724A4226,GPUD_Survival,live_release,A,88,Lot 2,11W,130,23.600000381469727,2026-04-22,2026-04-21T21:50:30Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72CAD218,GPUD_Survival,live_release,A,67,Lot 1,11H,157,38.599998474121094,2026-04-22,2026-04-21T22:08:55Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72243D19,GPUD_Survival,live_release,A,67,Lot 2,11W,112,13.100000381469727,2026-04-22,2026-04-22T00:18:39Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72ED127D,GPUD_Survival,live_release,A,68,Lot 1,11W,175,59.099998474121094,2026-04-22,2026-04-22T00:19:41Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G72C6BFCD,GPUD_Survival,live_release,A,68,Lot 1,11H,145,27.299999237060547,2026-04-22,2026-04-22T00:20:37Z,2026-04-23T15:44:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC02,TRUE,Active,Alive,Helicopter
G729A1019,GPUD_Survival,live_release,A,67,Lot 1,11H,138,27.299999237060547,2026-04-23,2026-04-22T20:06:33Z,2026-04-24T15:37:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC03,TRUE,Active,Alive,Helicopter
G7226672D,GPUD_Survival,live_release,A,67,Lot 2,11H,150,30.600000381469727,2026-04-23,2026-04-22T20:07:48Z,2026-04-24T15:37:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC03,TRUE,Active,Alive,Helicopter
G72153A73,GPUD_Survival,live_release,A,68,Lot 3,11H,157,36.5,2026-04-23,2026-04-22T20:08:43Z,2026-04-24T15:37:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC03,TRUE,Active,Alive,Helicopter
G7287503A,GPUD_Survival,live_release,A,68,Lot 3,11H,187,62.29999923706055,2026-04-23,2026-04-22T20:09:32Z,2026-04-24T15:37:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC03,TRUE,Active,Alive,Helicopter
G728C73D8,GPUD_Survival,live_release,A,69,Lot 1,11H,135,22.399999618530273,2026-04-23,2026-04-22T20:10:43Z,2026-04-24T15:37:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC03,TRUE,Active,Alive,Helicopter
G7223BCA5,GPUD_Survival,live_release,A,69,Lot 2,11H,146,25.200000762939453,2026-04-23,2026-04-22T20:11:20Z,2026-04-24T15:37:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC03,TRUE,Active,Alive,Helicopter
G724A1CE2,GPUD_Survival,live_release,A,70,Lot 2,11H,167,42.599998474121094,2026-04-23,2026-04-22T20:12:51Z,2026-04-24T15:37:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC03,TRUE,Active,Alive,Helicopter
G72265F51,GPUD_Survival,live_release,A,70,Lot 2,11H,170,50.400001525878906,2026-04-23,2026-04-22T20:14:05Z,2026-04-24T15:37:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC03,TRUE,Active,Alive,Helicopter
G7244AD52,GPUD_Survival,live_release,A,72,Lot 2,11H,128,19.600000381469727,2026-04-23,2026-04-22T20:19:15Z,2026-04-24T15:37:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC03,TRUE,Active,Alive,Helicopter
G724273B0,GPUD_Survival,live_release,A,72,Lot 2,11H,130,23.299999237060547,2026-04-23,2026-04-22T20:19:55Z,2026-04-24T15:37:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC03,TRUE,Active,Alive,Helicopter
G721A4A93,GPUD_Survival,live_release,A,73,Lot 3,11H,164,42.70000076293945,2026-04-23,2026-04-22T20:20:28Z,2026-04-24T15:37:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC03,TRUE,Active,Alive,Helicopter
G72728788,GPUD_Survival,live_release,A,73,Lot 1,11H,143,25.799999237060547,2026-04-23,2026-04-22T20:21:17Z,2026-04-24T15:37:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC03,TRUE,Active,Alive,Helicopter
G724ADE94,GPUD_Survival,live_release,A,71,Lot 3,11H,125,19.100000381469727,2026-04-23,2026-04-22T20:22:12Z,2026-04-24T15:37:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC03,TRUE,Active,Alive,Helicopter
